NAME,Population,Median Age,Median Household Income,Unemployment Rate,Wage-based Gini,White-alone,Bachelor,Poverty,Labor,Manufacturing,Children,Foreign-born,Housing,Vacancy,Owner,State,Place
"Conway town, North Carolina",745,29.6,44286,12.0,0.5302,272.0,49.0,232.0,267.0,51000.0,6.0,203.0,401.0,95.0,165.0,37,14400
"Gaston town, North Carolina",1358,43.8,32098,94.0,0.3848,610.0,49.0,258.0,534.0,17438.0,3.0,244.0,662.0,95.0,267.0,37,25560
"Wadesboro town, North Carolina",5305,36.0,26680,372.0,0.5048,1328.0,360.0,1081.0,2424.0,24047.0,82.0,940.0,2458.0,436.0,943.0,37,70380
"Forest City town, North Carolina",7155,36.9,27589,378.0,0.4849,4779.0,577.0,1851.0,3078.0,35355.0,231.0,1478.0,3717.0,589.0,1318.0,37,24080
"Wilson's Mills town, North Carolina",2613,31.2,55114,30.0,0.3792,1855.0,145.0,682.0,1394.0,33333.0,290.0,609.0,872.0,32.0,614.0,37,74580
"Benson town, North Carolina",3731,39.1,35635,114.0,0.466,2147.0,350.0,812.0,1594.0,26167.0,241.0,792.0,1511.0,202.0,635.0,37,05040
"Four Oaks town, North Carolina",2144,36.3,45714,36.0,0.4368,1290.0,198.0,479.0,952.0,44271.0,135.0,441.0,901.0,121.0,430.0,37,24520
"Kinston city, North Carolina",20398,45.3,33066,1317.0,0.5755,5911.0,1524.0,3868.0,8575.0,29531.0,544.0,3417.0,11298.0,2397.0,3768.0,37,35920
"Gamewell town, North Carolina",3987,39.1,46057,228.0,0.3871,3540.0,212.0,584.0,2245.0,34034.0,75.0,486.0,1739.0,194.0,1025.0,37,25380
"Thomasville city, North Carolina",26784,39.3,40648,769.0,0.4119,20365.0,2127.0,6076.0,12289.0,37477.0,2653.0,5753.0,12322.0,1132.0,6287.0,37,67420
"Foxfire village, North Carolina",1434,48.2,63810,32.0,0.3835,1070.0,336.0,275.0,622.0,73250.0,49.0,211.0,710.0,64.0,479.0,37,24570
"Everetts town, North Carolina",99,50.1,-666666666,0.0,0.4361,64.0,1.0,23.0,39.0,-666666666.0,0.0,5.0,45.0,5.0,18.0,37,22040
"Mountain View CDP, North Carolina",3701,38.9,66143,135.0,0.3135,2922.0,371.0,662.0,2059.0,39698.0,60.0,565.0,1559.0,81.0,1190.0,37,44770
"Sylva town, North Carolina",2687,38.0,35583,127.0,0.4548,2053.0,418.0,629.0,1363.0,54583.0,182.0,615.0,1436.0,285.0,488.0,37,66500
"Hot Springs town, North Carolina",532,43.8,40156,4.0,0.4662,532.0,92.0,95.0,197.0,47917.0,0.0,86.0,358.0,135.0,141.0,37,32840
"Cameron town, North Carolina",394,36.8,42500,15.0,0.3697,281.0,57.0,107.0,214.0,-666666666.0,4.0,107.0,189.0,49.0,125.0,37,09800
"Southern Pines town, North Carolina",14022,42.8,58843,402.0,0.541,10334.0,3109.0,2428.0,6539.0,72733.0,745.0,2428.0,7268.0,947.0,3495.0,37,63120
"Vass town, North Carolina",841,35.4,32917,36.0,0.4122,604.0,90.0,297.0,369.0,-666666666.0,27.0,280.0,433.0,108.0,234.0,37,69840
"Royal Pines CDP, North Carolina",4759,48.0,83012,0.0,0.3507,3907.0,955.0,1033.0,2442.0,66250.0,544.0,1033.0,2047.0,298.0,1505.0,37,58260
"Versailles village, Ohio",2700,41.0,59261,29.0,0.5121,2664.0,249.0,694.0,1297.0,49292.0,11.0,654.0,1215.0,142.0,860.0,39,79912
"Belcourt CDP, North Dakota",2270,28.2,31184,63.0,0.6064,33.0,239.0,616.0,843.0,-666666666.0,0.0,364.0,920.0,200.0,354.0,38,05740
"East Dunseith CDP, North Dakota",538,26.6,15455,9.0,0.5396,4.0,9.0,185.0,190.0,-666666666.0,0.0,145.0,159.0,25.0,82.0,38,21520
"Minot city, North Dakota",48261,31.8,66194,732.0,0.4187,41079.0,7047.0,9968.0,28954.0,36192.0,2721.0,9538.0,24132.0,3153.0,11889.0,38,53380
"Brinsmade city, North Dakota",39,46.8,63750,0.0,0.2656,39.0,2.0,10.0,23.0,-666666666.0,0.0,10.0,23.0,8.0,15.0,38,09460
"Warwick city, North Dakota",82,22.8,41094,0.0,0.315,32.0,4.0,38.0,34.0,-666666666.0,0.0,38.0,40.0,7.0,22.0,38,83580
"Fairdale city, North Dakota",40,54.7,28750,0.0,0.474,26.0,6.0,9.0,14.0,-666666666.0,1.0,9.0,25.0,9.0,14.0,38,25180
"Fessenden city, North Dakota",489,38.3,48125,6.0,0.32,489.0,77.0,129.0,230.0,-666666666.0,0.0,125.0,352.0,97.0,165.0,38,26180
"Golden Valley city, North Dakota",240,54.8,56458,6.0,0.3954,238.0,14.0,34.0,110.0,42500.0,4.0,34.0,151.0,24.0,107.0,38,31180
"North River city, North Dakota",58,53.8,131250,1.0,0.1431,58.0,14.0,13.0,31.0,67500.0,1.0,13.0,22.0,0.0,22.0,38,58120
"Page city, North Dakota",198,36.4,56875,0.0,0.5084,197.0,20.0,50.0,96.0,43750.0,0.0,50.0,123.0,30.0,79.0,38,60500
"Tower City city, North Dakota",324,41.1,63750,1.0,0.429,321.0,46.0,78.0,186.0,44375.0,0.0,78.0,155.0,10.0,112.0,38,79340
"Stanton city, North Dakota",402,43.3,63750,9.0,0.3856,391.0,11.0,105.0,158.0,43125.0,6.0,103.0,196.0,18.0,156.0,38,75420
"Rolla city, North Dakota",1299,33.1,55000,37.0,0.45,624.0,182.0,410.0,590.0,40313.0,8.0,395.0,591.0,69.0,299.0,38,67820
"Donnybrook city, North Dakota",76,44.5,66250,0.0,0.3014,72.0,9.0,21.0,26.0,-666666666.0,0.0,21.0,36.0,4.0,23.0,38,19900
"Cathay city, North Dakota",17,58.5,31563,0.0,0.3788,17.0,1.0,3.0,6.0,-666666666.0,0.0,3.0,17.0,6.0,10.0,38,12820
"Gilby city, North Dakota",245,42.6,62188,2.0,0.3526,240.0,21.0,75.0,105.0,63125.0,1.0,68.0,111.0,16.0,78.0,38,30180
"Grand Forks city, North Dakota",56500,29.0,50076,1398.0,0.4889,48003.0,7653.0,10287.0,33450.0,48410.0,3595.0,10080.0,27137.0,1809.0,11051.0,38,32060
"Larimore city, North Dakota",1381,35.0,57381,3.0,0.3905,1232.0,150.0,390.0,694.0,39167.0,37.0,390.0,581.0,43.0,366.0,38,45020
"Lisbon city, North Dakota",2009,48.5,63984,4.0,0.3914,1886.0,243.0,378.0,1005.0,50230.0,103.0,366.0,1028.0,87.0,557.0,38,47100
"Sheldon city, North Dakota",103,56.3,41458,2.0,0.377,103.0,9.0,11.0,63.0,-666666666.0,0.0,11.0,65.0,8.0,53.0,38,72180
"Petersburg city, North Dakota",171,35.9,55000,0.0,0.4057,156.0,18.0,44.0,101.0,47500.0,5.0,44.0,102.0,18.0,58.0,38,61860
"Arthur city, North Dakota",327,47.8,61250,3.0,0.462,321.0,55.0,76.0,148.0,53750.0,1.0,71.0,149.0,6.0,97.0,38,03300
"Gardena city, North Dakota",28,33.5,33750,1.0,0.4023,23.0,0.0,3.0,10.0,-666666666.0,1.0,3.0,19.0,5.0,10.0,38,29180
"Kramer city, North Dakota",50,43.5,-666666666,5.0,0.2241,33.0,2.0,16.0,20.0,-666666666.0,0.0,12.0,46.0,26.0,14.0,38,43500
"Landa city, North Dakota",39,66.2,46071,0.0,0.4165,39.0,0.0,6.0,19.0,-666666666.0,2.0,6.0,36.0,14.0,19.0,38,44700
"Willow City city, North Dakota",145,55.6,36250,1.0,0.4297,138.0,10.0,21.0,69.0,-666666666.0,0.0,17.0,127.0,34.0,77.0,38,86380
"Benedict city, North Dakota",52,56.7,49464,0.0,0.3078,47.0,10.0,3.0,24.0,-666666666.0,0.0,1.0,33.0,0.0,31.0,38,05980
"Ruso city, North Dakota",0,-666666666.0,-666666666,0.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,38,69140
"Hatton city, North Dakota",783,42.1,55750,5.0,0.3301,722.0,78.0,169.0,386.0,48542.0,27.0,169.0,394.0,49.0,244.0,38,36100
"Wing city, North Dakota",146,30.6,48750,0.0,0.306,141.0,19.0,55.0,59.0,-666666666.0,2.0,54.0,74.0,20.0,42.0,38,86780
"Buxton city, North Dakota",416,41.8,91974,1.0,0.3075,377.0,45.0,104.0,245.0,52083.0,0.0,104.0,182.0,6.0,134.0,38,11340
"Grandin city, North Dakota",182,39.3,65938,1.0,0.3044,176.0,15.0,48.0,93.0,49375.0,0.0,48.0,78.0,5.0,64.0,38,32300
"Portland city, North Dakota",633,41.5,58333,0.0,0.3825,581.0,124.0,121.0,375.0,57500.0,3.0,121.0,318.0,26.0,192.0,38,63900
"Wahpeton city, North Dakota",7802,30.0,45150,216.0,0.4513,6911.0,646.0,1446.0,4216.0,39886.0,105.0,1389.0,3635.0,360.0,1687.0,38,82660
"Walcott city, North Dakota",293,32.0,71250,1.0,0.3471,281.0,50.0,85.0,156.0,51429.0,0.0,83.0,139.0,25.0,97.0,38,82780
"Amidon city, North Dakota",32,65.8,-666666666,0.0,0.4182,23.0,9.0,2.0,10.0,-666666666.0,0.0,2.0,26.0,9.0,17.0,38,02060
"Marmarth city, North Dakota",91,40.5,-666666666,3.0,0.424,78.0,15.0,16.0,38.0,-666666666.0,0.0,16.0,97.0,46.0,37.0,38,50860
"Lakota city, North Dakota",670,35.6,44643,0.0,0.4541,621.0,108.0,143.0,340.0,-666666666.0,53.0,143.0,395.0,57.0,193.0,38,44300
"Tolna city, North Dakota",139,69.8,50000,0.0,0.5938,139.0,18.0,8.0,50.0,36250.0,0.0,8.0,103.0,17.0,68.0,38,79180
"Grafton city, North Dakota",4182,40.5,52760,85.0,0.4949,3834.0,306.0,952.0,2078.0,41106.0,253.0,886.0,1989.0,183.0,1146.0,38,31820
"Esmond city, North Dakota",91,55.7,39167,0.0,0.7432,91.0,6.0,12.0,34.0,-666666666.0,2.0,12.0,102.0,40.0,49.0,38,24780
"Minnewaukan city, North Dakota",197,46.3,70313,7.0,0.2713,161.0,59.0,41.0,97.0,-666666666.0,2.0,41.0,156.0,71.0,66.0,38,53220
"Oberon city, North Dakota",116,16.6,60833,0.0,0.299,22.0,6.0,45.0,33.0,-666666666.0,6.0,27.0,43.0,19.0,20.0,38,59020
"Oakes city, North Dakota",2129,36.5,71250,24.0,0.3922,2072.0,294.0,572.0,1224.0,44527.0,81.0,572.0,962.0,53.0,654.0,38,58740
"Braddock city, North Dakota",19,22.9,69306,0.0,0.1255,19.0,3.0,0.0,15.0,-666666666.0,0.0,0.0,73.0,58.0,15.0,38,08900
"Columbus city, North Dakota",121,31.1,81250,0.0,0.4201,115.0,20.0,40.0,47.0,-666666666.0,3.0,40.0,138.0,90.0,42.0,38,15460
"Calvin city, North Dakota",12,57.5,-666666666,0.0,0.4189,12.0,1.0,4.0,5.0,-666666666.0,2.0,4.0,4.0,0.0,4.0,38,11700
"Osnabrock city, North Dakota",163,57.8,36500,0.0,0.4753,160.0,8.0,18.0,50.0,-666666666.0,12.0,18.0,93.0,25.0,60.0,38,60100
"Forman city, North Dakota",458,42.5,51250,4.0,0.4969,455.0,59.0,96.0,189.0,51250.0,0.0,90.0,245.0,31.0,141.0,38,27260
"Alamo city, North Dakota",49,39.3,112500,0.0,0.3543,49.0,6.0,21.0,16.0,-666666666.0,0.0,21.0,29.0,15.0,14.0,38,00940
"Tioga city, North Dakota",1062,47.3,89861,5.0,0.3373,1046.0,49.0,199.0,605.0,-666666666.0,10.0,195.0,826.0,265.0,327.0,38,78940
"Gwinner city, North Dakota",1081,32.5,73359,4.0,0.293,970.0,118.0,256.0,661.0,51204.0,76.0,249.0,524.0,31.0,278.0,38,34020
"Wildrose city, North Dakota",64,49.6,61071,3.0,0.3385,60.0,4.0,5.0,34.0,-666666666.0,0.0,5.0,79.0,41.0,18.0,38,86020
"Aneta city, North Dakota",222,44.7,34844,0.0,0.3715,211.0,18.0,13.0,129.0,18333.0,0.0,9.0,160.0,35.0,73.0,38,02380
"Michigan City city, North Dakota",185,58.5,57500,3.0,0.4269,184.0,17.0,27.0,107.0,43125.0,2.0,27.0,137.0,35.0,83.0,38,52740
"East Cleveland city, Ohio",17200,43.0,20743,1318.0,0.5182,1120.0,910.0,3127.0,7029.0,27254.0,431.0,2947.0,13297.0,5062.0,2555.0,39,23380
"Mayfield Heights city, Ohio",18669,40.5,53450,455.0,0.4639,14746.0,3249.0,3547.0,9864.0,59148.0,3305.0,3529.0,10030.0,875.0,4422.0,39,48482
"Olmsted Falls city, Ohio",8883,45.9,69839,184.0,0.3884,8549.0,1605.0,1845.0,4816.0,62663.0,240.0,1805.0,4052.0,164.0,3272.0,39,58422
"Parma Heights city, Ohio",20045,42.7,52068,487.0,0.3897,17340.0,2668.0,3531.0,10887.0,46188.0,1926.0,3405.0,9943.0,712.0,5291.0,39,61028
"Buckland village, Ohio",321,30.1,52159,0.0,0.3586,318.0,5.0,104.0,150.0,50469.0,2.0,100.0,136.0,10.0,80.0,39,09974
"Dublin city, Ohio",46499,40.1,137867,627.0,0.4197,34346.0,13296.0,12943.0,24610.0,98295.0,8861.0,12651.0,17472.0,642.0,12813.0,39,22694
"Middle Point village, Ohio",514,40.4,55000,9.0,0.3021,501.0,16.0,107.0,298.0,45341.0,0.0,107.0,249.0,23.0,179.0,39,49728
"Thornville village, Ohio",1042,38.5,53452,12.0,0.3921,1006.0,74.0,271.0,465.0,49219.0,0.0,260.0,487.0,57.0,249.0,39,76680
"Austintown CDP, Ohio",28488,43.1,45242,946.0,0.417,24897.0,2943.0,4859.0,14964.0,39892.0,443.0,4723.0,14321.0,1305.0,8067.0,39,03184
"Lexington village, Ohio",4842,44.5,55977,73.0,0.411,4581.0,641.0,988.0,2300.0,50357.0,54.0,925.0,2250.0,166.0,1439.0,39,42994
"Northfield village, Ohio",3665,37.8,65375,94.0,0.3261,2853.0,386.0,696.0,2174.0,44926.0,215.0,611.0,1488.0,69.0,1047.0,39,56448
"Cardington village, Ohio",1923,34.0,34394,62.0,0.4366,1878.0,72.0,482.0,961.0,33950.0,8.0,457.0,878.0,112.0,374.0,39,12084
"Cuyahoga Falls city, Ohio",49192,39.6,57101,1015.0,0.4084,43736.0,7977.0,9630.0,27481.0,46846.0,2475.0,9158.0,23723.0,1670.0,13665.0,39,19778
"Tallmadge city, Ohio",17589,46.5,75622,366.0,0.3953,16190.0,2837.0,3374.0,8904.0,62871.0,511.0,3285.0,7443.0,330.0,5717.0,39,76106
"Pioneer village, Ohio",1623,32.3,50000,52.0,0.3513,1556.0,124.0,409.0,904.0,40750.0,42.0,399.0,787.0,101.0,366.0,39,62834
"Convoy village, Ohio",1177,35.8,57303,33.0,0.3333,1140.0,44.0,286.0,628.0,40560.0,9.0,274.0,499.0,58.0,323.0,39,18546
"Canfield city, Ohio",7277,48.2,81637,110.0,0.4696,6877.0,1565.0,1350.0,3818.0,73399.0,266.0,1350.0,3218.0,229.0,2630.0,39,11360
"Lowellville village, Ohio",1185,45.1,48750,38.0,0.4659,1144.0,90.0,207.0,610.0,45625.0,10.0,188.0,535.0,30.0,352.0,39,45178
"New Middletown village, Ohio",1462,48.9,49145,13.0,0.4484,1448.0,137.0,304.0,682.0,45833.0,3.0,266.0,729.0,66.0,559.0,39,55118
"Sebring village, Ohio",4231,47.5,41582,153.0,0.4402,4167.0,325.0,635.0,1857.0,34539.0,22.0,588.0,2214.0,445.0,1068.0,39,71220
"Camden village, Ohio",1858,42.8,38000,79.0,0.4292,1806.0,52.0,369.0,846.0,35694.0,12.0,364.0,867.0,105.0,464.0,39,11024
"Eaton city, Ohio",8183,41.6,45894,106.0,0.4722,7746.0,558.0,1533.0,3802.0,39000.0,103.0,1443.0,3705.0,306.0,2150.0,39,24234
"Verona village, Ohio",423,37.4,49531,9.0,0.3301,423.0,15.0,97.0,234.0,32500.0,3.0,94.0,178.0,12.0,145.0,39,79898
"Minerva village, Ohio",3504,40.9,48199,78.0,0.4135,3357.0,244.0,589.0,1747.0,36607.0,17.0,527.0,1681.0,164.0,925.0,39,50834
"Salem city, Ohio",11774,40.0,40134,528.0,0.5215,10973.0,992.0,2530.0,5813.0,36299.0,423.0,2380.0,5801.0,1050.0,2669.0,39,69834
"Washingtonville village, Ohio",917,40.8,39020,40.0,0.372,848.0,64.0,192.0,467.0,30769.0,36.0,171.0,413.0,28.0,237.0,39,81732
"Plain City village, Ohio",4273,36.8,78774,127.0,0.3637,3915.0,725.0,1074.0,2361.0,47159.0,89.0,1041.0,1726.0,45.0,1232.0,39,63030
"Loveland city, Ohio",13485,39.1,71405,234.0,0.4882,12395.0,2600.0,3363.0,7231.0,72266.0,711.0,3230.0,5330.0,125.0,3673.0,39,45108
"Mulberry CDP, Ohio",4143,48.5,56094,48.0,0.466,3868.0,675.0,721.0,2046.0,32292.0,114.0,721.0,1891.0,102.0,1143.0,39,53270
"Millfield CDP, Ohio",328,60.2,55028,0.0,0.3777,296.0,25.0,0.0,177.0,-666666666.0,0.0,0.0,174.0,13.0,111.0,39,50456
"Minford CDP, Ohio",644,48.1,-666666666,0.0,0.429,644.0,10.0,148.0,212.0,-666666666.0,0.0,148.0,312.0,31.0,116.0,39,50876
"Monfort Heights CDP, Ohio",12962,40.6,71038,292.0,0.3931,10956.0,2194.0,2808.0,6941.0,50150.0,456.0,2487.0,5292.0,262.0,3913.0,39,51212
"Morgandale CDP, Ohio",811,55.1,32434,32.0,0.397,780.0,22.0,102.0,388.0,43224.0,9.0,66.0,484.0,95.0,291.0,39,52178
"Neapolis CDP, Ohio",475,50.6,49167,0.0,0.3309,475.0,0.0,82.0,215.0,19545.0,22.0,73.0,224.0,30.0,178.0,39,53718
"Negley CDP, Ohio",188,48.6,53125,0.0,0.3436,188.0,0.0,41.0,126.0,18382.0,0.0,41.0,110.0,28.0,82.0,39,53802
"New Baltimore CDP, Ohio",899,42.4,69015,0.0,0.3304,860.0,82.0,171.0,652.0,31944.0,0.0,163.0,336.0,0.0,303.0,39,54082
"New Burlington CDP, Ohio",5088,47.3,60510,97.0,0.4239,3051.0,552.0,903.0,2431.0,39500.0,369.0,874.0,2279.0,106.0,1502.0,39,54264
"New California CDP, Ohio",1400,36.1,148750,0.0,0.2885,1338.0,417.0,482.0,749.0,103047.0,57.0,454.0,396.0,0.0,390.0,39,54320
"New Hampshire CDP, Ohio",280,31.9,88750,18.0,0.2989,280.0,0.0,82.0,138.0,-666666666.0,0.0,52.0,86.0,10.0,76.0,39,54628
"New Haven CDP (Hamilton County), Ohio",406,27.4,40750,0.0,0.4853,365.0,30.0,95.0,226.0,8926.0,0.0,95.0,184.0,0.0,123.0,39,54684
"New Haven CDP (Huron County), Ohio",314,46.3,41625,34.0,0.2784,314.0,7.0,59.0,157.0,38594.0,0.0,59.0,160.0,41.0,112.0,39,54698
"New Marshfield CDP, Ohio",330,37.2,-666666666,0.0,0.366,330.0,45.0,83.0,138.0,-666666666.0,0.0,67.0,200.0,55.0,91.0,39,55062
"New Pittsburg CDP, Ohio",422,33.0,79545,0.0,0.1777,406.0,53.0,131.0,161.0,56458.0,0.0,110.0,110.0,0.0,97.0,39,55244
"Newport CDP (Shelby County), Ohio",114,50.6,85208,0.0,0.2784,108.0,6.0,9.0,77.0,34375.0,0.0,9.0,51.0,0.0,38.0,39,55314
"Newport CDP (Washington County), Ohio",949,47.7,-666666666,46.0,0.3944,831.0,79.0,196.0,435.0,29792.0,0.0,181.0,481.0,67.0,256.0,39,55342
"North Lawrence CDP, Ohio",164,51.6,46513,0.0,0.1929,164.0,0.0,33.0,86.0,43537.0,0.0,33.0,79.0,0.0,59.0,39,56756
"Northridge CDP, Ohio",7278,46.6,67352,185.0,0.36,7133.0,955.0,1402.0,4136.0,56454.0,45.0,1323.0,3429.0,77.0,2621.0,39,56938
"Oceola CDP, Ohio",91,23.4,-666666666,0.0,0.4205,91.0,0.0,41.0,41.0,-666666666.0,0.0,41.0,54.0,25.0,9.0,39,57876
"Old Fort CDP, Ohio",242,37.9,48958,0.0,0.3659,222.0,0.0,75.0,90.0,-666666666.0,0.0,49.0,81.0,0.0,63.0,39,58156
"Pancoastburg CDP, Ohio",65,38.5,-666666666,0.0,0.4257,65.0,0.0,9.0,37.0,-666666666.0,0.0,9.0,29.0,0.0,29.0,39,59724
"Pettisville CDP, Ohio",538,42.6,65714,23.0,0.3841,489.0,63.0,140.0,265.0,47679.0,31.0,112.0,210.0,0.0,174.0,39,62344
"Pheasant Run CDP, Ohio",1135,31.6,66786,22.0,0.2564,1095.0,75.0,290.0,610.0,44313.0,0.0,290.0,515.0,49.0,376.0,39,62404
"Plainville CDP, Ohio",175,52.4,-666666666,0.0,0.239,175.0,14.0,0.0,110.0,-666666666.0,0.0,0.0,124.0,45.0,79.0,39,63072
"Pleasant Hills CDP, Ohio",828,38.5,69102,0.0,0.3561,285.0,178.0,183.0,474.0,73355.0,0.0,172.0,394.0,25.0,295.0,39,63548
"Plumwood CDP, Ohio",307,40.4,38542,9.0,0.2295,307.0,0.0,55.0,162.0,21932.0,0.0,55.0,149.0,17.0,84.0,39,63758
"Pottery Addition CDP, Ohio",147,46.2,41442,17.0,0.1543,147.0,0.0,37.0,84.0,-666666666.0,0.0,37.0,101.0,30.0,71.0,39,64472
"Pulaski CDP, Ohio",107,54.3,53929,0.0,0.1801,94.0,13.0,14.0,62.0,40500.0,0.0,14.0,54.0,0.0,54.0,39,64906
"Radnor CDP, Ohio",190,53.7,60156,0.0,0.234,190.0,35.0,0.0,108.0,-666666666.0,0.0,0.0,110.0,0.0,110.0,39,65298
"Sugar Bush Knolls village, Ohio",199,52.5,137083,5.0,0.4,191.0,34.0,30.0,108.0,153750.0,5.0,29.0,77.0,0.0,77.0,39,75196
"Craig Beach village, Ohio",1488,41.2,48750,46.0,0.4595,1482.0,97.0,341.0,759.0,53167.0,11.0,308.0,712.0,116.0,370.0,39,19106
"Willshire village, Ohio",369,45.1,45625,5.0,0.3513,359.0,5.0,88.0,176.0,39141.0,0.0,66.0,172.0,19.0,137.0,39,85736
"Wren village, Ohio",125,53.6,68929,0.0,0.3445,125.0,10.0,22.0,72.0,45000.0,0.0,20.0,81.0,25.0,46.0,39,86632
"Glenmoor CDP, Ohio",1853,36.6,51450,11.0,0.3651,1766.0,31.0,235.0,985.0,51300.0,13.0,235.0,839.0,112.0,583.0,39,30520
"New Richmond village, Ohio",2679,37.2,62569,105.0,0.4388,2491.0,302.0,608.0,1313.0,56705.0,27.0,569.0,1082.0,95.0,563.0,39,55384
"Yankee Lake village, Ohio",87,56.3,59375,0.0,0.3609,79.0,3.0,14.0,31.0,49375.0,0.0,14.0,43.0,0.0,34.0,39,86856
"Batavia village, Ohio",1987,35.1,47857,49.0,0.4979,1723.0,91.0,334.0,709.0,42188.0,0.0,282.0,746.0,158.0,308.0,39,04150
"Milford city, Ohio",6878,43.4,51385,120.0,0.4735,6505.0,1289.0,1349.0,3850.0,60865.0,271.0,1304.0,3441.0,141.0,1800.0,39,50176
"Clifton village, Ohio",116,39.5,56250,4.0,0.5014,109.0,19.0,18.0,66.0,-666666666.0,3.0,17.0,74.0,22.0,41.0,39,16056
"Crystal Lakes CDP, Ohio",1402,40.7,33627,90.0,0.5207,1294.0,43.0,328.0,631.0,32667.0,9.0,289.0,608.0,80.0,335.0,39,19596
"South Vienna village, Ohio",527,36.4,65417,19.0,0.3021,527.0,32.0,97.0,314.0,34750.0,0.0,92.0,225.0,22.0,116.0,39,73796
"Springfield city, Ohio",59132,35.8,39332,2739.0,0.4472,44302.0,3389.0,13049.0,27471.0,33505.0,1560.0,11906.0,28074.0,4228.0,11609.0,39,74118
"Darbyville village, Ohio",175,46.3,40536,12.0,0.3594,175.0,1.0,13.0,79.0,-666666666.0,0.0,8.0,85.0,12.0,40.0,39,20212
"Williamsport village, Ohio",959,35.0,52188,39.0,0.3329,948.0,25.0,253.0,393.0,45417.0,3.0,223.0,406.0,77.0,204.0,39,85414
"Edison village, Ohio",491,36.9,41583,14.0,0.3815,477.0,12.0,121.0,219.0,41250.0,6.0,111.0,201.0,28.0,121.0,39,24598
"Fulton village, Ohio",288,33.1,48281,8.0,0.3259,288.0,19.0,45.0,148.0,43750.0,0.0,34.0,119.0,16.0,84.0,39,29050
"Clinton village, Ohio",1265,46.1,64881,58.0,0.3933,1233.0,79.0,184.0,719.0,51591.0,8.0,184.0,595.0,97.0,416.0,39,16182
"Green city, Ohio",25760,41.9,75566,485.0,0.4349,24292.0,4222.0,5932.0,13241.0,60168.0,967.0,5786.0,10700.0,776.0,7275.0,39,31860
"Chesterland CDP, Ohio",2215,45.1,76667,7.0,0.3798,2085.0,391.0,472.0,1147.0,53188.0,104.0,453.0,950.0,120.0,801.0,39,14100
"Martinsburg village, Ohio",224,32.0,43125,12.0,0.3434,214.0,4.0,44.0,104.0,50313.0,0.0,36.0,100.0,19.0,42.0,39,48090
"Alger village, Ohio",906,39.6,38264,24.0,0.3704,895.0,33.0,181.0,379.0,37917.0,0.0,161.0,451.0,68.0,200.0,39,01210
"Fredericktown village, Ohio",2501,36.1,51117,27.0,0.3624,2461.0,200.0,725.0,1205.0,39886.0,4.0,705.0,1085.0,57.0,748.0,39,28658
"Gambier village, Ohio",2442,20.5,76250,95.0,0.4299,2204.0,129.0,73.0,1303.0,55893.0,148.0,73.0,396.0,45.0,207.0,39,29246
"Patterson village, Ohio",188,31.8,39792,1.0,0.259,188.0,2.0,68.0,71.0,52917.0,0.0,62.0,69.0,0.0,50.0,39,61182
"Danville village, Ohio",1112,35.0,49688,14.0,0.4182,1066.0,143.0,263.0,589.0,51620.0,3.0,246.0,532.0,65.0,256.0,39,20114
"Laura village, Ohio",552,34.8,56875,10.0,0.3409,546.0,15.0,132.0,249.0,47500.0,0.0,121.0,203.0,20.0,127.0,39,42028
"Potsdam village, Ohio",305,36.8,49844,21.0,0.2757,305.0,11.0,66.0,142.0,28750.0,0.0,66.0,121.0,10.0,85.0,39,64430
"Hayesville village, Ohio",465,42.6,57344,1.0,0.3877,459.0,44.0,95.0,246.0,45227.0,0.0,95.0,217.0,19.0,158.0,39,34636
"Yellow Springs village, Ohio",3872,49.7,61522,112.0,0.4737,3189.0,839.0,645.0,1853.0,32708.0,145.0,578.0,1961.0,83.0,1278.0,39,86940
"Bowersville village, Ohio",350,44.5,41250,0.0,0.3448,332.0,11.0,82.0,156.0,42500.0,2.0,79.0,160.0,23.0,104.0,39,07930
"Shawnee Hills CDP, Ohio",2316,44.6,78250,81.0,0.3301,2293.0,180.0,463.0,1338.0,56111.0,16.0,428.0,929.0,27.0,850.0,39,71983
"Wilberforce CDP, Ohio",2311,19.8,76036,325.0,0.2961,870.0,58.0,201.0,1278.0,57500.0,221.0,201.0,238.0,65.0,138.0,39,85092
"Empire village, Ohio",231,50.7,49896,5.0,0.3551,231.0,0.0,32.0,125.0,63750.0,0.0,32.0,141.0,40.0,73.0,39,25368
"Toronto city, Ohio",5280,39.5,39858,145.0,0.4465,5083.0,352.0,1211.0,2286.0,62361.0,20.0,1153.0,2436.0,161.0,1489.0,39,77112
"Wintersville village, Ohio",4328,46.0,49256,68.0,0.3981,3991.0,242.0,945.0,1900.0,46635.0,128.0,891.0,1995.0,252.0,980.0,39,86184
"Bellefontaine city, Ohio",13574,32.3,49237,419.0,0.4527,12378.0,969.0,3632.0,6767.0,42367.0,187.0,3422.0,6130.0,620.0,3131.0,39,05130
"Rushsylvania village, Ohio",534,40.5,54375,15.0,0.4567,530.0,25.0,100.0,284.0,43438.0,5.0,78.0,233.0,23.0,154.0,39,69176
"Conesville village, Ohio",341,40.4,45000,4.0,0.423,341.0,10.0,74.0,146.0,51250.0,2.0,74.0,157.0,9.0,107.0,39,18266
