NAME,Population,Median Age,Median Household Income,Unemployment Rate,Wage-based Gini,White-alone,Bachelor,Poverty,Labor,Manufacturing,Children,Foreign-born,Housing,Vacancy,Owner,State,Place
"Gambrills CDP, Maryland",2837,43.3,138350,56.0,0.3607,2368.0,431.0,615.0,1559.0,103194.0,217.0,601.0,1080.0,101.0,864.0,24,31350
"Gapland CDP, Maryland",78,35.3,-666666666,0.0,0.0955,78.0,29.0,16.0,35.0,-666666666.0,0.0,16.0,30.0,0.0,30.0,24,31400
"Garretts Mill CDP, Maryland",319,46.7,-666666666,0.0,0.3666,261.0,46.0,62.0,122.0,-666666666.0,11.0,62.0,153.0,0.0,153.0,24,31575
"Georgetown CDP, Maryland",88,44.6,-666666666,0.0,0.064,31.0,0.0,13.0,75.0,-666666666.0,0.0,13.0,38.0,0.0,38.0,24,31875
"Gilmore CDP, Maryland",222,23.6,125417,0.0,0.2694,222.0,9.0,90.0,83.0,-666666666.0,0.0,90.0,53.0,0.0,32.0,24,32175
"Glassmanor CDP, Maryland",16935,34.2,58019,655.0,0.3688,838.0,958.0,3696.0,9964.0,63393.0,2856.0,3199.0,7031.0,627.0,1990.0,24,32350
"Glenmont CDP, Maryland",16659,37.2,95482,451.0,0.3712,5076.0,2491.0,3805.0,9634.0,42679.0,7797.0,3325.0,5400.0,266.0,3319.0,24,33250
"Gorman CDP, Maryland",91,38.1,-666666666,0.0,-666666666.0,91.0,0.0,26.0,0.0,-666666666.0,0.0,13.0,60.0,44.0,16.0,24,34150
"Pondsville CDP, Maryland",50,28.6,-666666666,0.0,0.3912,50.0,10.0,20.0,9.0,-666666666.0,0.0,20.0,20.0,0.0,20.0,24,62775
"Potomac Park CDP, Maryland",818,37.8,46625,6.0,0.4146,783.0,59.0,164.0,463.0,52250.0,6.0,159.0,418.0,40.0,314.0,24,63425
"Powellville CDP, Maryland",52,36.5,-666666666,0.0,0.3013,52.0,0.0,9.0,25.0,-666666666.0,0.0,0.0,62.0,34.0,22.0,24,63725
"Pylesville CDP, Maryland",1084,21.8,103676,0.0,0.438,1084.0,109.0,411.0,393.0,-666666666.0,13.0,411.0,288.0,14.0,274.0,24,64375
"Quantico CDP, Maryland",278,30.2,101613,0.0,0.2017,278.0,43.0,56.0,152.0,-666666666.0,0.0,56.0,122.0,50.0,72.0,24,64475
"Queen Anne CDP, Maryland",1049,53.6,155625,29.0,0.3047,555.0,185.0,125.0,703.0,-666666666.0,98.0,110.0,438.0,52.0,360.0,24,64495
"Rawlings CDP, Maryland",469,49.3,-666666666,49.0,0.4598,469.0,15.0,62.0,207.0,-666666666.0,0.0,62.0,190.0,0.0,190.0,24,65150
"Reid CDP, Maryland",36,36.1,-666666666,0.0,-666666666.0,36.0,9.0,17.0,19.0,-666666666.0,0.0,17.0,9.0,0.0,9.0,24,65550
"Ringgold CDP, Maryland",138,55.5,-666666666,0.0,0.306,138.0,9.0,29.0,64.0,-666666666.0,0.0,29.0,62.0,0.0,43.0,24,66150
"Rock Point CDP, Maryland",85,62.0,83125,0.0,0.2622,74.0,10.0,0.0,57.0,-666666666.0,0.0,0.0,77.0,37.0,33.0,24,67500
"Sabillasville CDP, Maryland",354,50.6,41310,10.0,0.3022,267.0,14.0,27.0,154.0,-666666666.0,0.0,27.0,144.0,0.0,135.0,24,69200
"St. George Island CDP, Maryland",357,37.8,-666666666,0.0,0.3868,279.0,17.0,107.0,48.0,-666666666.0,0.0,29.0,237.0,163.0,43.0,24,69425
"Sandy Hook CDP, Maryland",234,22.8,-666666666,0.0,0.6361,234.0,0.0,0.0,149.0,-666666666.0,0.0,0.0,141.0,0.0,85.0,24,70175
"Savage CDP, Maryland",6428,38.9,95323,293.0,0.4043,3979.0,1150.0,1201.0,4011.0,70813.0,905.0,1134.0,2754.0,198.0,1895.0,24,70475
"Seabrook CDP, Maryland",18616,35.9,75825,823.0,0.3609,1590.0,2461.0,4441.0,10366.0,45391.0,7330.0,3840.0,6123.0,408.0,3134.0,24,70775
"Shaft CDP, Maryland",351,38.2,107500,31.0,0.3566,351.0,53.0,77.0,199.0,-666666666.0,0.0,54.0,133.0,25.0,108.0,24,71460
"Silver Hill CDP, Maryland",5120,36.3,59477,171.0,0.3835,86.0,585.0,1101.0,3154.0,-666666666.0,316.0,987.0,2632.0,291.0,872.0,24,72350
"Spencerville CDP, Maryland",2079,38.7,117578,24.0,0.4305,950.0,385.0,504.0,1194.0,70268.0,587.0,429.0,611.0,16.0,495.0,24,74050
"Spring Gap CDP, Maryland",57,49.3,-666666666,0.0,0.1602,57.0,0.0,13.0,48.0,-666666666.0,0.0,13.0,19.0,0.0,19.0,24,74350
"Spring Ridge CDP, Maryland",5876,39.1,114306,101.0,0.3437,5104.0,1354.0,1495.0,3403.0,104375.0,229.0,1483.0,2191.0,56.0,1705.0,24,74560
"Suitland CDP, Maryland",24522,33.6,62073,1032.0,0.3758,766.0,1830.0,5508.0,14423.0,41397.0,2192.0,4586.0,10579.0,891.0,3583.0,24,75725
"Summerfield CDP, Maryland",14343,35.0,82904,472.0,0.3533,586.0,1685.0,3328.0,8564.0,61806.0,1944.0,2802.0,5852.0,463.0,2391.0,24,75810
"Swanton CDP, Maryland",0,-666666666.0,-666666666,0.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,24,76450
"White Oak CDP, Maryland",19020,35.3,73877,962.0,0.4413,4220.0,2683.0,4830.0,10717.0,26477.0,8128.0,4644.0,6921.0,311.0,2300.0,24,84375
"Pikesville CDP, Maryland",33486,44.3,86655,593.0,0.4902,24860.0,7838.0,7182.0,16819.0,93750.0,5545.0,7076.0,14627.0,776.0,9792.0,24,61400
"Colesville CDP, Maryland",13992,50.5,125497,368.0,0.371,5590.0,2667.0,2228.0,7356.0,54861.0,4632.0,2013.0,4927.0,176.0,4290.0,24,18475
"Wamego city, Kansas",4876,33.9,58017,156.0,0.3967,4568.0,794.0,1359.0,2691.0,56875.0,108.0,1283.0,2089.0,181.0,1178.0,20,75325
"Westmoreland city, Kansas",763,39.0,52933,14.0,0.343,707.0,33.0,165.0,370.0,38289.0,0.0,158.0,345.0,44.0,206.0,20,77200
"Wheaton city, Kansas",84,29.8,58750,0.0,0.3087,76.0,4.0,28.0,42.0,36250.0,0.0,28.0,41.0,15.0,20.0,20,77700
"Anthony city, Kansas",2193,37.6,53462,51.0,0.3952,2112.0,150.0,549.0,1013.0,38750.0,33.0,543.0,1264.0,424.0,555.0,20,01975
"Chautauqua city, Kansas",49,56.1,26250,0.0,0.4346,40.0,1.0,12.0,16.0,-666666666.0,0.0,12.0,47.0,21.0,21.0,20,12675
"Argonia city, Kansas",521,28.5,52750,13.0,0.3468,470.0,59.0,152.0,251.0,43333.0,5.0,138.0,256.0,55.0,115.0,20,02250
"Caldwell city, Kansas",1006,51.2,41250,17.0,0.464,978.0,70.0,152.0,482.0,43917.0,0.0,148.0,640.0,136.0,362.0,20,09900
"Powhattan city, Kansas",74,31.8,29375,1.0,0.2525,68.0,3.0,23.0,33.0,-666666666.0,0.0,23.0,38.0,7.0,20.0,20,57350
"Bassett city, Kansas",13,67.5,-666666666,1.0,0.2428,13.0,0.0,0.0,6.0,-666666666.0,0.0,0.0,7.0,0.0,7.0,20,04450
"Copeland city, Kansas",318,48.8,65652,0.0,0.4165,318.0,25.0,56.0,210.0,-666666666.0,91.0,56.0,171.0,27.0,116.0,20,15475
"Ensign city, Kansas",140,60.2,44861,5.0,0.3377,135.0,6.0,3.0,79.0,34063.0,27.0,3.0,102.0,23.0,73.0,20,21400
"Winchester city, Kansas",578,45.3,45938,23.0,0.3776,551.0,55.0,101.0,277.0,45667.0,0.0,91.0,320.0,49.0,165.0,20,79800
"Gem city, Kansas",142,18.9,-666666666,3.0,0.5535,141.0,10.0,34.0,58.0,-666666666.0,0.0,32.0,53.0,2.0,48.0,20,26050
"Menlo city, Kansas",49,30.5,83333,0.0,0.6092,49.0,2.0,21.0,25.0,-666666666.0,0.0,21.0,14.0,0.0,14.0,20,45750
"Beattie city, Kansas",228,49.4,46667,2.0,0.3698,224.0,15.0,31.0,111.0,31875.0,13.0,28.0,101.0,5.0,84.0,20,04900
"Blue Rapids city, Kansas",1247,36.2,49167,69.0,0.387,1163.0,38.0,295.0,625.0,33393.0,0.0,273.0,503.0,61.0,351.0,20,07650
"Atchison city, Kansas",10598,32.1,46465,200.0,0.4244,9182.0,866.0,2312.0,5243.0,43750.0,102.0,2145.0,4356.0,626.0,2297.0,20,02900
"Wallace city, Kansas",54,53.0,31667,0.0,0.4371,54.0,9.0,1.0,27.0,-666666666.0,5.0,1.0,32.0,4.0,23.0,20,74750
"Glen Elder city, Kansas",438,40.5,46771,0.0,0.4002,438.0,43.0,100.0,207.0,31875.0,2.0,100.0,284.0,95.0,151.0,20,26500
"Simpson city, Kansas",58,55.0,47917,0.0,0.3456,58.0,0.0,6.0,24.0,-666666666.0,3.0,6.0,54.0,23.0,26.0,20,65650
"Emmett city, Kansas",171,29.5,46146,0.0,0.3284,158.0,2.0,45.0,90.0,43750.0,12.0,45.0,78.0,17.0,49.0,20,21100
"Pawnee Rock city, Kansas",310,36.8,48125,5.0,0.3836,301.0,12.0,70.0,162.0,45313.0,3.0,66.0,178.0,45.0,104.0,20,54875
"Keene city, Kentucky",0,-666666666.0,-666666666,0.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,36.0,36.0,0.0,21,41716
"Coal Run Village city, Kentucky",1405,42.0,43462,23.0,0.4165,1319.0,114.0,227.0,685.0,33984.0,29.0,224.0,814.0,120.0,433.0,21,16110
"Lexington-Fayette urban county, Kentucky",320601,34.6,57291,8965.0,0.4926,239996.0,50718.0,62599.0,176605.0,52133.0,30981.0,59802.0,141653.0,11869.0,70648.0,21,46027
"Louisville/Jefferson County metro government (balance), Kentucky",617790,37.6,53436,19223.0,0.4754,431932.0,75664.0,129100.0,322327.0,43411.0,47653.0,118406.0,277101.0,28697.0,149391.0,21,48006
"Heritage Creek city, Kentucky",1000,46.8,57222,20.0,0.3605,894.0,64.0,137.0,516.0,52500.0,55.0,107.0,462.0,20.0,430.0,21,36102
"Mount Washington city, Kentucky",14567,36.6,69214,284.0,0.3906,13979.0,1174.0,3607.0,7690.0,54620.0,288.0,3539.0,5529.0,251.0,4381.0,21,54228
"Salt Lick city, Kentucky",300,45.2,29375,4.0,0.5331,284.0,26.0,32.0,120.0,31875.0,12.0,32.0,158.0,25.0,69.0,21,68160
"Barbourville city, Kentucky",3072,37.1,48750,249.0,0.5655,2926.0,170.0,412.0,1266.0,18472.0,237.0,400.0,1310.0,319.0,375.0,21,03574
"Danville city, Kentucky",16730,36.6,39906,502.0,0.4642,13748.0,1194.0,2711.0,7170.0,36957.0,598.0,2579.0,7029.0,777.0,3410.0,21,19882
"Dayton city, Kentucky",5496,37.3,52515,174.0,0.4619,5181.0,539.0,1023.0,2881.0,41042.0,44.0,885.0,2397.0,246.0,1297.0,21,20350
"Melbourne city, Kentucky",511,52.9,75938,12.0,0.3549,503.0,38.0,74.0,225.0,53125.0,6.0,72.0,198.0,29.0,147.0,21,51438
"Silver Grove city, Kentucky",1499,41.3,56389,36.0,0.3763,1486.0,107.0,326.0,708.0,46932.0,12.0,311.0,611.0,79.0,349.0,21,70644
"Green Spring city, Kentucky",735,50.3,133750,17.0,0.3378,668.0,191.0,169.0,348.0,97917.0,23.0,169.0,294.0,18.0,274.0,21,32986
"Grayson city, Kentucky",3976,34.9,29554,105.0,0.5116,3663.0,96.0,566.0,1702.0,23325.0,32.0,486.0,1735.0,388.0,679.0,21,32572
"Olive Hill city, Kentucky",1352,47.2,28333,13.0,0.4545,1346.0,74.0,261.0,402.0,41250.0,0.0,253.0,769.0,157.0,367.0,21,57918
"Glenview Hills city, Kentucky",442,43.3,166875,0.0,0.3499,440.0,124.0,143.0,226.0,250001.0,6.0,143.0,164.0,9.0,154.0,21,31402
"Langdon Place city, Kentucky",807,39.6,87308,15.0,0.3689,649.0,187.0,186.0,484.0,67031.0,75.0,174.0,330.0,6.0,268.0,21,43900
"Lynnview city, Kentucky",1038,40.3,49697,13.0,0.4013,911.0,96.0,218.0,556.0,31923.0,58.0,200.0,435.0,17.0,301.0,21,48648
"Shively city, Kentucky",15726,40.8,39048,512.0,0.4182,6565.0,930.0,3433.0,8090.0,32984.0,691.0,3033.0,7364.0,698.0,3898.0,21,70284
"Somerset city, Kentucky",11447,40.4,29611,409.0,0.5647,10759.0,711.0,2329.0,4461.0,21325.0,389.0,2029.0,5083.0,699.0,1922.0,21,71688
"Wildwood city, Kentucky",259,42.8,77500,3.0,0.331,256.0,54.0,62.0,122.0,70625.0,2.0,62.0,121.0,11.0,99.0,21,83208
"Monterey city, Kentucky",118,51.2,45000,0.0,0.4836,118.0,2.0,19.0,56.0,51563.0,0.0,19.0,90.0,18.0,57.0,21,53076
"Burnside city, Kentucky",843,53.1,38587,18.0,0.5156,818.0,45.0,102.0,299.0,41346.0,10.0,102.0,523.0,147.0,310.0,21,11278
"Jamestown city, Kentucky",2187,40.2,24688,55.0,0.4807,2020.0,92.0,503.0,795.0,30000.0,70.0,487.0,962.0,154.0,487.0,21,40114
"Wickliffe city, Kentucky",845,43.3,36000,31.0,0.3622,710.0,19.0,193.0,390.0,27125.0,9.0,161.0,433.0,83.0,229.0,21,83064
"Pembroke city, Kentucky",862,35.4,53603,20.0,0.3768,696.0,82.0,168.0,371.0,53958.0,13.0,168.0,386.0,57.0,223.0,21,59934
"Fairfield city, Kentucky",89,55.9,-666666666,2.0,0.4838,85.0,2.0,6.0,42.0,14375.0,0.0,3.0,48.0,8.0,30.0,21,26020
"New Haven city, Kentucky",676,40.9,42143,17.0,0.4153,664.0,13.0,127.0,307.0,40556.0,0.0,125.0,353.0,45.0,195.0,21,55758
"Cave City city, Kentucky",2566,34.2,30833,246.0,0.4649,2307.0,61.0,550.0,1328.0,28413.0,33.0,486.0,1224.0,222.0,479.0,21,13492
"Grand Rivers city, Kentucky",298,62.7,61250,4.0,0.4428,285.0,33.0,25.0,134.0,75417.0,1.0,25.0,265.0,102.0,126.0,21,32212
"Sharpsburg city, Kentucky",430,51.1,29423,6.0,0.5193,358.0,17.0,53.0,184.0,36250.0,11.0,50.0,214.0,10.0,127.0,21,69852
"Basile town, Louisiana",1987,29.9,26354,45.0,0.4732,1216.0,29.0,621.0,545.0,39821.0,172.0,594.0,689.0,119.0,352.0,22,04580
"Church Point town, Louisiana",4443,36.4,34309,265.0,0.4967,2981.0,216.0,922.0,2043.0,12349.0,111.0,914.0,2062.0,239.0,952.0,22,15465
"Pleasant Hill village, Louisiana",586,47.6,20368,39.0,0.6133,316.0,32.0,144.0,163.0,29722.0,0.0,144.0,365.0,92.0,98.0,22,61055
"Luzerne city, Iowa",148,47.3,75536,3.0,0.259,148.0,3.0,48.0,71.0,42000.0,0.0,48.0,54.0,6.0,44.0,19,47505
"Shellsburg city, Iowa",959,50.5,52159,10.0,0.3803,918.0,86.0,161.0,532.0,33173.0,19.0,161.0,421.0,28.0,308.0,19,72480
"Orient city, Iowa",467,37.1,45833,9.0,0.4208,458.0,13.0,135.0,228.0,40000.0,1.0,90.0,213.0,39.0,156.0,19,59565
"Fredericksburg city, Iowa",1124,42.4,48654,19.0,0.3744,1052.0,127.0,276.0,556.0,39167.0,5.0,266.0,562.0,76.0,336.0,19,28965
"Lawler city, Iowa",387,48.5,55000,3.0,0.3748,387.0,38.0,79.0,200.0,41250.0,3.0,77.0,207.0,17.0,158.0,19,43815
"Nashua city, Iowa",1506,44.1,49145,16.0,0.4238,1492.0,112.0,286.0,812.0,44803.0,2.0,283.0,787.0,100.0,541.0,19,55335
"North Washington city, Iowa",138,42.2,76250,0.0,0.3297,136.0,4.0,29.0,94.0,45000.0,1.0,29.0,55.0,4.0,40.0,19,57495
"Arnolds Park city, Iowa",1009,58.8,48188,12.0,0.4335,1001.0,187.0,79.0,545.0,42946.0,16.0,79.0,1618.0,1051.0,459.0,19,03025
"Spirit Lake city, Iowa",5069,42.5,54293,25.0,0.3878,4973.0,1074.0,929.0,3000.0,52679.0,50.0,929.0,3017.0,465.0,1834.0,19,74415
"Barnum city, Iowa",246,36.0,40938,7.0,0.3754,245.0,9.0,75.0,117.0,43750.0,0.0,56.0,89.0,0.0,71.0,19,04645
"Steamboat Rock city, Iowa",283,48.8,43333,1.0,0.3962,244.0,19.0,60.0,153.0,39688.0,20.0,60.0,169.0,33.0,89.0,19,75180
"Union city, Iowa",380,57.9,44167,8.0,0.4513,360.0,35.0,47.0,170.0,42500.0,1.0,45.0,201.0,23.0,131.0,19,79545
"Lakota city, Iowa",328,38.4,42917,18.0,0.4013,314.0,9.0,87.0,171.0,27266.0,8.0,86.0,144.0,15.0,106.0,19,42825
"Ledyard city, Iowa",77,64.9,35417,0.0,0.5046,77.0,2.0,6.0,32.0,36250.0,0.0,6.0,70.0,20.0,47.0,19,44130
"Swea City city, Iowa",660,32.6,36328,23.0,0.4079,544.0,58.0,210.0,313.0,32083.0,15.0,201.0,373.0,80.0,218.0,19,76755
"Melbourne city, Iowa",843,37.1,68690,20.0,0.4674,836.0,70.0,228.0,516.0,40417.0,14.0,228.0,354.0,30.0,249.0,19,50880
"Estherville city, Iowa",5796,38.5,46493,144.0,0.4367,5363.0,580.0,1170.0,2906.0,37381.0,424.0,1046.0,2714.0,410.0,1704.0,19,25860
"Gruver city, Iowa",61,58.8,41250,0.0,0.4326,60.0,3.0,3.0,31.0,-666666666.0,5.0,1.0,36.0,4.0,30.0,19,33240
"Ladora city, Iowa",255,36.4,53750,7.0,0.4163,245.0,6.0,58.0,142.0,41250.0,8.0,58.0,127.0,20.0,89.0,19,42330
"Williamsburg city, Iowa",3152,39.8,71055,85.0,0.4293,3047.0,428.0,627.0,1815.0,52885.0,0.0,627.0,1354.0,16.0,976.0,19,85845
"West Burlington city, Iowa",2927,39.6,45469,57.0,0.477,2529.0,216.0,591.0,1477.0,27143.0,101.0,591.0,1298.0,56.0,715.0,19,83685
"Dike city, Iowa",1294,39.9,83854,17.0,0.4692,1277.0,267.0,300.0,664.0,71667.0,0.0,295.0,588.0,45.0,462.0,19,21405
"Dunlap city, Iowa",1059,44.8,54208,16.0,0.4029,1020.0,90.0,215.0,568.0,50750.0,9.0,215.0,553.0,70.0,339.0,19,22890
"Little Sioux city, Iowa",144,49.0,32813,6.0,0.4317,132.0,1.0,32.0,50.0,32917.0,3.0,27.0,88.0,23.0,54.0,19,45840
"Montrose city, Iowa",837,45.5,55391,17.0,0.442,834.0,45.0,198.0,348.0,61250.0,3.0,188.0,366.0,39.0,278.0,19,53760
"Coburg city, Iowa",37,43.8,63393,0.0,0.0744,37.0,2.0,2.0,20.0,-666666666.0,0.0,2.0,15.0,0.0,9.0,19,14880
"Creston city, Iowa",7784,38.3,43693,151.0,0.4369,7406.0,549.0,1584.0,4188.0,36563.0,267.0,1512.0,3908.0,547.0,2076.0,19,17265
"Brayton city, Iowa",112,44.5,44167,1.0,0.3881,112.0,3.0,18.0,75.0,-666666666.0,0.0,13.0,68.0,10.0,52.0,19,08200
"Gray city, Iowa",117,46.3,165208,0.0,0.2473,117.0,30.0,37.0,85.0,-666666666.0,0.0,37.0,52.0,19.0,31.0,19,32565
"Aspinwall city, Iowa",20,62.0,76875,0.0,0.1283,20.0,2.0,2.0,17.0,-666666666.0,0.0,2.0,9.0,0.0,9.0,19,03340
"Denison city, Iowa",8337,33.2,54190,404.0,0.5724,6278.0,514.0,2201.0,3729.0,40341.0,2565.0,2152.0,2923.0,133.0,1549.0,19,19945
"Manilla city, Iowa",895,38.5,50721,26.0,0.3937,847.0,43.0,180.0,488.0,32071.0,25.0,177.0,381.0,22.0,275.0,19,48855
"Louisburg city, Kansas",4443,37.5,75357,71.0,0.3969,4282.0,535.0,1273.0,2421.0,86806.0,45.0,1252.0,1775.0,127.0,1218.0,20,42875
"Plains city, Kansas",1161,31.4,64783,16.0,0.3957,780.0,92.0,383.0,537.0,37083.0,239.0,359.0,499.0,61.0,364.0,20,56100
"Willard city, Kansas",81,36.3,39375,4.0,0.3843,81.0,0.0,18.0,35.0,-666666666.0,0.0,18.0,41.0,2.0,28.0,20,79250
"Parkerfield city, Kansas",389,55.5,69375,9.0,0.3299,371.0,53.0,49.0,181.0,80833.0,3.0,49.0,168.0,15.0,141.0,20,54560
"The Highlands city, Kansas",380,54.4,59830,0.0,0.2945,380.0,72.0,64.0,184.0,-666666666.0,0.0,64.0,187.0,0.0,154.0,20,70357
"Fort Riley CDP, Kansas",6368,22.0,38235,63.0,0.314,4510.0,249.0,1101.0,4728.0,-666666666.0,339.0,1101.0,1170.0,86.0,37.0,20,23975
"Ada CDP, Kansas",160,42.0,-666666666,0.0,0.0013,135.0,0.0,0.0,94.0,-666666666.0,0.0,0.0,56.0,0.0,56.0,20,00225
"Asherville CDP, Kansas",0,-666666666.0,-666666666,0.0,-666666666.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,20,02600
"Baileyville CDP, Kansas",201,55.8,46923,0.0,0.318,201.0,0.0,20.0,92.0,-666666666.0,0.0,20.0,88.0,0.0,62.0,20,03675
"Bucyrus CDP, Kansas",322,29.7,73516,16.0,0.1444,322.0,56.0,26.0,233.0,-666666666.0,0.0,26.0,170.0,29.0,141.0,20,09050
"Detroit CDP, Kansas",178,23.6,26667,0.0,0.3275,178.0,0.0,61.0,90.0,-666666666.0,28.0,61.0,56.0,0.0,56.0,20,17875
"Falun CDP, Kansas",84,64.6,38125,0.0,0.2301,66.0,0.0,0.0,25.0,-666666666.0,0.0,0.0,59.0,30.0,29.0,20,22900
"Bendena CDP, Kansas",134,50.2,48854,5.0,0.3718,125.0,21.0,5.0,90.0,-666666666.0,0.0,5.0,78.0,5.0,59.0,20,05975
"Fort Dodge CDP, Kansas",168,67.7,22250,0.0,0.3994,156.0,34.0,0.0,30.0,-666666666.0,12.0,0.0,140.0,37.0,0.0,20,23890
"Catharine CDP, Kansas",130,27.4,113214,0.0,0.253,130.0,23.0,46.0,59.0,-666666666.0,0.0,46.0,44.0,0.0,44.0,20,11025
"Chicopee CDP, Kansas",565,49.0,78700,23.0,0.391,565.0,180.0,52.0,331.0,-666666666.0,0.0,52.0,286.0,8.0,243.0,20,13100
"Franklin CDP, Kansas",590,36.7,48162,30.0,0.3245,574.0,59.0,196.0,263.0,33636.0,0.0,196.0,208.0,23.0,185.0,20,24325
"Grantville CDP, Kansas",201,36.9,71204,12.0,0.1586,190.0,35.0,35.0,93.0,-666666666.0,0.0,35.0,68.0,0.0,56.0,20,28200
"Harris CDP, Kansas",8,-666666666.0,-666666666,0.0,-666666666.0,8.0,0.0,0.0,8.0,-666666666.0,0.0,0.0,4.0,0.0,4.0,20,30250
"Healy CDP, Kansas",223,35.4,58750,6.0,0.3688,206.0,22.0,49.0,142.0,-666666666.0,13.0,49.0,141.0,30.0,71.0,20,31200
"Hillsdale CDP, Kansas",311,53.6,60764,0.0,0.3372,311.0,53.0,26.0,145.0,-666666666.0,0.0,26.0,122.0,0.0,74.0,20,32300
"Home CDP, Kansas",128,46.8,52386,0.0,0.3665,113.0,37.0,17.0,73.0,-666666666.0,0.0,17.0,63.0,0.0,59.0,20,32875
"Kickapoo Site 1 CDP, Kansas",68,17.9,38125,0.0,0.2966,0.0,0.0,19.0,23.0,-666666666.0,0.0,19.0,22.0,4.0,7.0,20,36735
"Kickapoo Site 2 CDP, Kansas",70,19.5,-666666666,8.0,0.3027,0.0,0.0,22.0,35.0,25000.0,0.0,17.0,14.0,0.0,13.0,20,36736
"Long Island city, Kansas",154,34.2,45625,1.0,0.2826,154.0,19.0,47.0,78.0,-666666666.0,0.0,47.0,70.0,14.0,42.0,20,42600
"Prairie View city, Kansas",109,49.8,57083,3.0,0.394,108.0,21.0,14.0,73.0,32000.0,2.0,14.0,58.0,6.0,43.0,20,57525
"Norcatur city, Kansas",323,28.6,44306,1.0,0.3579,309.0,17.0,90.0,180.0,45833.0,2.0,80.0,166.0,7.0,124.0,20,50925
"Koontz Lake CDP, Indiana",1445,48.8,47609,55.0,0.4004,1384.0,75.0,177.0,701.0,39135.0,27.0,168.0,1078.0,458.0,533.0,18,40464
"Edgewood town, Indiana",2107,44.5,71149,33.0,0.295,1954.0,336.0,433.0,1108.0,53194.0,51.0,433.0,976.0,80.0,821.0,18,20332
"Mount Etna town, Indiana",145,48.8,39000,7.0,0.277,145.0,13.0,19.0,74.0,30313.0,0.0,19.0,66.0,4.0,53.0,18,51408
"Kennard town, Indiana",540,27.6,60417,8.0,0.2981,479.0,28.0,183.0,225.0,41667.0,0.0,141.0,173.0,18.0,121.0,18,39438
"Springport town, Indiana",156,54.5,53958,0.0,0.4973,154.0,7.0,14.0,59.0,23125.0,0.0,12.0,84.0,11.0,64.0,18,72332
"Nashville town, Indiana",1479,55.7,45000,42.0,0.5094,1402.0,174.0,108.0,798.0,47321.0,55.0,108.0,789.0,77.0,378.0,18,52038
"Brook town, Indiana",1012,38.7,42188,35.0,0.3965,952.0,42.0,184.0,476.0,33750.0,112.0,153.0,425.0,32.0,267.0,18,07966
"Kentland town, Indiana",1722,39.0,45125,34.0,0.3955,1649.0,93.0,368.0,809.0,36607.0,77.0,355.0,811.0,84.0,447.0,18,39546
"Roselawn CDP, Indiana",3954,43.3,64451,151.0,0.323,3882.0,164.0,873.0,1775.0,62963.0,86.0,837.0,1462.0,31.0,1290.0,18,66006
"West Baden Springs town, Indiana",511,43.2,39444,14.0,0.4377,465.0,37.0,72.0,256.0,34583.0,25.0,59.0,298.0,38.0,175.0,18,82376
"Roachdale town, Indiana",781,46.4,53125,28.0,0.3686,757.0,75.0,147.0,389.0,76406.0,0.0,125.0,431.0,76.0,293.0,18,64980
"Bright CDP, Indiana",5816,41.5,75942,143.0,0.364,5529.0,889.0,1368.0,2983.0,54567.0,152.0,1335.0,2122.0,39.0,1785.0,18,07624
"Dillsboro town, Indiana",1569,32.1,40341,40.0,0.4137,1542.0,36.0,427.0,680.0,36875.0,23.0,420.0,648.0,96.0,253.0,18,18190
"Greendale city, Indiana",4279,43.4,61484,47.0,0.395,4255.0,471.0,717.0,2333.0,52857.0,0.0,651.0,2146.0,274.0,1425.0,18,29448
"Greensburg city, Indiana",11228,40.1,54099,223.0,0.3915,10654.0,1113.0,2308.0,5927.0,43958.0,414.0,2097.0,5164.0,424.0,2743.0,18,29718
"Winchester city, Indiana",4739,41.9,45310,32.0,0.4245,4376.0,279.0,1002.0,2143.0,46791.0,77.0,985.0,2327.0,318.0,1278.0,18,84752
"Brownstown town, Indiana",2923,40.4,48348,43.0,0.4356,2882.0,188.0,651.0,1280.0,49390.0,46.0,637.0,1217.0,120.0,801.0,18,08470
"Cromwell town, Indiana",476,30.2,43229,21.0,0.36,459.0,19.0,141.0,235.0,36000.0,33.0,122.0,209.0,26.0,93.0,18,15994
"Burnettsville town, Indiana",409,36.2,45313,13.0,0.4103,395.0,33.0,98.0,199.0,37292.0,1.0,95.0,166.0,10.0,121.0,18,09316
"Cadiz town, Indiana",222,24.7,48269,1.0,0.2874,218.0,5.0,97.0,83.0,48281.0,0.0,96.0,64.0,0.0,51.0,18,09712
"New Castle city, Indiana",17287,40.1,38545,505.0,0.4252,16438.0,1145.0,3890.0,7137.0,40492.0,40.0,3739.0,8997.0,1827.0,4272.0,18,52740
"Cedar Lake town, Indiana",12491,35.7,65322,471.0,0.4071,11994.0,1183.0,3132.0,6599.0,53899.0,331.0,2901.0,5255.0,612.0,3501.0,18,11062
"Dyer town, Indiana",15953,46.0,84202,432.0,0.4052,13546.0,2429.0,3086.0,8728.0,61746.0,1107.0,2998.0,6272.0,110.0,5638.0,18,19270
